"","sensor","time","pm_1","pm_25","pm_10","location","day","sen","build_age","direction"
"7128",14,146191,0,0,0,"in","Tuesday","14","new","east"
"7129",14,147033,0,0,0,"in","Tuesday","14","new","east"
"7130",14,147872,0,0,0,"in","Tuesday","14","new","east"
"7131",14,148784,0,0,0,"in","Tuesday","14","new","east"
"7132",14,149625,0,0,0,"in","Tuesday","14","new","east"
"7133",14,150466,0,0,0,"in","Tuesday","14","new","east"
"7134",14,151377,0,0,0,"in","Tuesday","14","new","east"
"7135",14,152218,0,0,0,"in","Tuesday","14","new","east"
"7136",14,153060,0,0,0,"in","Tuesday","14","new","east"
"7137",14,153970,0,0,0,"in","Tuesday","14","new","east"
"7138",14,154812,0,0,0,"in","Tuesday","14","new","east"
"7139",14,155653,0,0,0,"in","Tuesday","14","new","east"
"7140",14,156564,0,0,0,"in","Tuesday","14","new","east"
"7141",14,157406,0,0,0,"in","Tuesday","14","new","east"
"7142",14,158246,0,0,0,"in","Tuesday","14","new","east"
"7143",14,159158,0,0,0,"in","Tuesday","14","new","east"
"7144",14,159998,0,0,0,"in","Tuesday","14","new","east"
"7145",14,160840,0,0,0,"in","Tuesday","14","new","east"
"7146",14,161751,0,0,0,"in","Tuesday","14","new","east"
"7147",14,162592,0,0,0,"in","Tuesday","14","new","east"
"7148",14,163433,0,0,0,"in","Tuesday","14","new","east"
"7149",14,164343,0,0,0,"in","Tuesday","14","new","east"
"7150",14,165185,0,0,0,"in","Tuesday","14","new","east"
"7151",14,166027,0,0,0,"in","Tuesday","14","new","east"
"7152",14,166937,0,0,0,"in","Tuesday","14","new","east"
"7153",14,167779,0,0,0,"in","Tuesday","14","new","east"
"7154",14,168620,0,0,0,"in","Tuesday","14","new","east"
"7155",14,169532,0,0,0,"in","Tuesday","14","new","east"
"7156",14,170373,0,0,0,"in","Tuesday","14","new","east"
"7157",14,171214,0,0,0,"in","Tuesday","14","new","east"
"7158",14,172126,0,0,0,"in","Tuesday","14","new","east"
"7159",14,172966,0,0,0,"in","Tuesday","14","new","east"
"7160",14,173808,0,0,0,"in","Tuesday","14","new","east"
"7161",14,174718,0,0,0,"in","Tuesday","14","new","east"
"7162",14,175560,0,0,0,"in","Tuesday","14","new","east"
"7163",14,176401,0,0,0,"in","Tuesday","14","new","east"
"7164",14,177312,0,0,0,"in","Tuesday","14","new","east"
"7165",14,178154,0,0,0,"in","Tuesday","14","new","east"
"7166",14,178995,0,0,0,"in","Tuesday","14","new","east"
"7167",14,179906,0,0,0,"in","Tuesday","14","new","east"
"7168",14,180747,0,0,0,"in","Tuesday","14","new","east"
"7169",14,181588,0,0,0,"in","Tuesday","14","new","east"
"7170",14,182499,0,0,0,"in","Tuesday","14","new","east"
"7171",14,183341,0,0,0,"in","Tuesday","14","new","east"
"7172",14,184181,0,0,0,"in","Tuesday","14","new","east"
"7173",14,185093,0,0,0,"in","Tuesday","14","new","east"
"7174",14,185934,0,0,0,"in","Tuesday","14","new","east"
"7175",14,186775,0,0,0,"in","Tuesday","14","new","east"
"7176",14,187686,0,0,0,"in","Tuesday","14","new","east"
"7177",14,188528,0,0,0,"in","Tuesday","14","new","east"
"7178",14,189369,0,0,0,"in","Tuesday","14","new","east"
"7179",14,190280,0,0,0,"in","Tuesday","14","new","east"
"7180",14,191121,0,0,0,"in","Tuesday","14","new","east"
"7181",14,191963,0,0,0,"in","Tuesday","14","new","east"
"7182",14,192874,0,0,0,"in","Tuesday","14","new","east"
"7183",14,193715,0,0,0,"in","Tuesday","14","new","east"
"7184",14,194555,0,0,0,"in","Tuesday","14","new","east"
"7185",14,195467,0,0,0,"in","Tuesday","14","new","east"
"7186",14,196307,0,0,0,"in","Tuesday","14","new","east"
"7187",14,197149,0,0,0,"in","Tuesday","14","new","east"
"7188",14,198061,0,0,0,"in","Tuesday","14","new","east"
"7189",14,198901,0,0,0,"in","Tuesday","14","new","east"
"7190",14,199743,0,0,0,"in","Tuesday","14","new","east"
"7191",14,200653,0,0,0,"in","Tuesday","14","new","east"
"7192",14,201494,0,0,0,"in","Tuesday","14","new","east"
"7193",14,202336,0,0,0,"in","Tuesday","14","new","east"
"7194",14,203247,0,0,0,"in","Tuesday","14","new","east"
"7195",14,204089,0,0,0,"in","Tuesday","14","new","east"
"7196",14,204930,0,0,0,"in","Tuesday","14","new","east"
"7197",14,205841,0,0,0,"in","Tuesday","14","new","east"
"7198",14,206682,0,0,0,"in","Tuesday","14","new","east"
"7199",14,207523,0,0,0,"in","Tuesday","14","new","east"
"7200",14,208434,0,0,0,"in","Tuesday","14","new","east"
"7201",14,209275,0,0,0,"in","Tuesday","14","new","east"
"7202",14,210117,0,0,0,"in","Tuesday","14","new","east"
"7203",14,211027,0,0,0,"in","Tuesday","14","new","east"
"7204",14,211869,0,0,0,"in","Tuesday","14","new","east"
"7205",14,212711,0,0,0,"in","Tuesday","14","new","east"
"7206",14,213621,0,0,0,"in","Tuesday","14","new","east"
"7207",14,214463,0,0,0,"in","Tuesday","14","new","east"
"7208",14,215304,0,0,0,"in","Tuesday","14","new","east"
"7209",14,216215,0,0,0,"in","Tuesday","14","new","east"
"7210",14,217056,0,0,0,"in","Tuesday","14","new","east"
"7211",14,217897,0,0,0,"in","Tuesday","14","new","east"
"7212",14,218808,0,0,0,"in","Tuesday","14","new","east"
"7213",14,219649,0,0,0,"in","Tuesday","14","new","east"
"7214",14,220490,0,0,0,"in","Tuesday","14","new","east"
"7215",14,221402,0,0,0,"in","Tuesday","14","new","east"
"7216",14,222242,0,0,0,"in","Tuesday","14","new","east"
"7217",14,223084,0,0,0,"in","Tuesday","14","new","east"
"7218",14,223994,0,0,0,"in","Tuesday","14","new","east"
"7219",14,224836,0,0,0,"in","Tuesday","14","new","east"
"7220",14,225677,0,0,0,"in","Tuesday","14","new","east"
"7221",14,226588,0,0,0,"in","Tuesday","14","new","east"
"7222",14,227429,0,0,0,"in","Tuesday","14","new","east"
"7223",14,228271,0,0,0,"in","Tuesday","14","new","east"
"7224",14,229182,0,0,0,"in","Tuesday","14","new","east"
"7225",14,230023,0,0,0,"in","Tuesday","14","new","east"
"7226",14,230864,0,0,0,"in","Tuesday","14","new","east"
"7227",14,231775,0,0,0,"in","Tuesday","14","new","east"
"7228",14,232616,0,0,0,"in","Tuesday","14","new","east"
"7229",14,233457,0,0,0,"in","Tuesday","14","new","east"
"7230",14,234369,0,0,0,"in","Tuesday","14","new","east"
"7231",14,235210,0,0,0,"in","Tuesday","14","new","east"
"7232",14,236052,0,0,0,"in","Tuesday","14","new","east"
"7233",14,236962,0,0,0,"in","Tuesday","14","new","east"
"7234",14,237804,0,0,0,"in","Tuesday","14","new","east"
"7235",14,238646,0,0,0,"in","Tuesday","14","new","east"
"7236",14,239556,0,0,0,"in","Tuesday","14","new","east"
"7237",14,240398,0,0,0,"in","Tuesday","14","new","east"
"7238",14,241240,0,0,0,"in","Tuesday","14","new","east"
"7239",14,242151,0,0,0,"in","Tuesday","14","new","east"
"7240",14,242993,0,0,0,"in","Tuesday","14","new","east"
"7241",14,243833,0,0,0,"in","Tuesday","14","new","east"
"7242",14,244745,0,0,0,"in","Tuesday","14","new","east"
"7243",14,245585,0,0,0,"in","Tuesday","14","new","east"
"7244",14,246427,0,0,0,"in","Tuesday","14","new","east"
"7245",14,247339,0,0,0,"in","Tuesday","14","new","east"
"7246",14,248179,0,0,0,"in","Tuesday","14","new","east"
"7247",14,249021,0,0,0,"in","Tuesday","14","new","east"
"7248",14,249932,0,0,0,"in","Tuesday","14","new","east"
"7249",14,250774,0,0,0,"in","Tuesday","14","new","east"
"7250",14,251615,0,0,0,"in","Tuesday","14","new","east"
"7251",14,252526,0,0,0,"in","Tuesday","14","new","east"
"7252",14,253368,0,0,0,"in","Tuesday","14","new","east"
"7253",14,254209,0,0,0,"in","Tuesday","14","new","east"
"7254",14,255120,0,0,0,"in","Tuesday","14","new","east"
"7255",14,255961,0,0,0,"in","Tuesday","14","new","east"
"7256",14,256802,0,0,0,"in","Tuesday","14","new","east"
"7257",14,257714,0,0,0,"in","Tuesday","14","new","east"
"7258",14,258554,0,0,0,"in","Tuesday","14","new","east"
"7259",14,259396,0,0,0,"in","Tuesday","14","new","east"
"7260",14,260307,0,0,0,"in","Tuesday","14","new","east"
"7261",14,261148,0,0,0,"in","Tuesday","14","new","east"
"7262",14,261990,0,0,0,"in","Tuesday","14","new","east"
"7263",14,262901,0,0,0,"in","Tuesday","14","new","east"
"7264",14,263742,0,0,0,"in","Tuesday","14","new","east"
"7265",14,264583,0,0,0,"in","Tuesday","14","new","east"
"7266",14,265495,0,0,0,"in","Tuesday","14","new","east"
"7267",14,266336,0,0,0,"in","Tuesday","14","new","east"
"7268",14,267176,0,0,0,"in","Tuesday","14","new","east"
"7269",14,268089,0,0,0,"in","Tuesday","14","new","east"
"7270",14,268930,0,0,0,"in","Tuesday","14","new","east"
"7271",14,269770,0,0,0,"in","Tuesday","14","new","east"
"7272",14,270682,0,0,0,"in","Tuesday","14","new","east"
"7273",14,271523,0,0,0,"in","Tuesday","14","new","east"
"7274",14,272364,0,0,0,"in","Tuesday","14","new","east"
"7275",14,273275,0,0,0,"in","Tuesday","14","new","east"
"7276",14,274117,0,0,0,"in","Tuesday","14","new","east"
"7277",14,274958,0,0,0,"in","Tuesday","14","new","east"
"7278",14,275869,0,0,0,"in","Tuesday","14","new","east"
"7279",14,276710,0,0,0,"in","Tuesday","14","new","east"
"7280",14,277552,0,0,0,"in","Tuesday","14","new","east"
"7281",14,278463,0,0,0,"in","Tuesday","14","new","east"
"7282",14,279304,0,0,0,"in","Tuesday","14","new","east"
"7283",14,280145,0,0,0,"in","Tuesday","14","new","east"
"7284",14,281057,0,0,0,"in","Tuesday","14","new","east"
"7285",14,281897,0,0,0,"in","Tuesday","14","new","east"
"7286",14,282739,0,0,0,"in","Tuesday","14","new","east"
"7287",14,283651,0,0,0,"in","Tuesday","14","new","east"
"7288",14,284492,0,0,1,"in","Tuesday","14","new","east"
"7289",14,285333,0,0,1,"in","Tuesday","14","new","east"
"7290",14,286244,0,0,1,"in","Tuesday","14","new","east"
"7291",14,287085,0,0,1,"in","Tuesday","14","new","east"
"7292",14,287927,0,0,1,"in","Tuesday","14","new","east"
"7293",14,288838,0,0,1,"in","Tuesday","14","new","east"
"7294",14,289680,0,0,1,"in","Tuesday","14","new","east"
"7295",14,290521,0,0,1,"in","Tuesday","14","new","east"
"7296",14,291431,0,0,0,"in","Tuesday","14","new","east"
"7297",14,292273,0,0,0,"in","Tuesday","14","new","east"
"7298",14,293113,0,0,0,"in","Tuesday","14","new","east"
"7299",14,294025,0,0,0,"in","Tuesday","14","new","east"
"7300",14,294866,0,0,0,"in","Tuesday","14","new","east"
"7301",14,295707,0,0,0,"in","Tuesday","14","new","east"
"7302",14,296619,0,0,0,"in","Tuesday","14","new","east"
"7303",14,297460,0,0,0,"in","Tuesday","14","new","east"
"7304",14,298301,0,0,0,"in","Tuesday","14","new","east"
"7305",14,299212,0,0,0,"in","Tuesday","14","new","east"
"7306",14,300054,0,0,0,"in","Tuesday","14","new","east"
"7307",14,300895,0,0,0,"in","Tuesday","14","new","east"
"7308",14,301806,0,0,0,"in","Tuesday","14","new","east"
"7309",14,302647,0,0,0,"in","Tuesday","14","new","east"
"7310",14,303489,0,0,0,"in","Tuesday","14","new","east"
"7311",14,304400,0,0,0,"in","Tuesday","14","new","east"
"7312",14,305241,0,0,0,"in","Tuesday","14","new","east"
"7313",14,306082,0,0,0,"in","Tuesday","14","new","east"
"7314",14,306994,0,0,0,"in","Tuesday","14","new","east"
"7315",14,307834,0,0,0,"in","Tuesday","14","new","east"
"7316",14,308676,0,0,0,"in","Tuesday","14","new","east"
"7317",14,309587,0,0,0,"in","Tuesday","14","new","east"
"7318",14,310429,0,0,0,"in","Tuesday","14","new","east"
"7319",14,311270,0,0,0,"in","Tuesday","14","new","east"
"7320",14,312181,0,0,0,"in","Tuesday","14","new","east"
"7321",14,313022,0,0,0,"in","Tuesday","14","new","east"
"7322",14,313864,0,0,0,"in","Tuesday","14","new","east"
"7323",14,314774,0,0,0,"in","Tuesday","14","new","east"
"7324",14,315616,0,0,0,"in","Tuesday","14","new","east"
"7325",14,316456,0,0,0,"in","Tuesday","14","new","east"
"7326",14,317368,0,0,0,"in","Tuesday","14","new","east"
"7327",14,318210,0,0,0,"in","Tuesday","14","new","east"
"7328",14,319050,0,0,0,"in","Tuesday","14","new","east"
"7329",14,319962,0,0,0,"in","Tuesday","14","new","east"
"7330",14,320802,0,0,0,"in","Tuesday","14","new","east"
"7331",14,321644,0,0,0,"in","Tuesday","14","new","east"
"7332",14,322555,0,0,0,"in","Tuesday","14","new","east"
"7333",14,323396,0,0,0,"in","Tuesday","14","new","east"
"7334",14,324238,0,0,0,"in","Tuesday","14","new","east"
"7335",14,325149,0,0,0,"in","Tuesday","14","new","east"
"7336",14,325990,0,0,0,"in","Tuesday","14","new","east"
"7337",14,326832,0,0,0,"in","Tuesday","14","new","east"
"7338",14,327742,0,0,0,"in","Tuesday","14","new","east"
"7339",14,328584,0,0,0,"in","Tuesday","14","new","east"
"7340",14,329424,0,0,0,"in","Tuesday","14","new","east"
"7341",14,330336,0,0,0,"in","Tuesday","14","new","east"
"7342",14,331177,0,0,0,"in","Tuesday","14","new","east"
"7343",14,332018,0,0,0,"in","Tuesday","14","new","east"
"7344",14,332930,0,0,0,"in","Tuesday","14","new","east"
"7345",14,333771,0,0,0,"in","Tuesday","14","new","east"
"7346",14,334612,0,0,0,"in","Tuesday","14","new","east"
"7347",14,335523,0,0,0,"in","Tuesday","14","new","east"
"7348",14,336365,0,0,0,"in","Tuesday","14","new","east"
"7349",14,337207,0,0,0,"in","Tuesday","14","new","east"
"7350",14,338117,0,0,0,"in","Tuesday","14","new","east"
"7351",14,338958,0,0,0,"in","Tuesday","14","new","east"
"7352",14,339800,0,0,0,"in","Tuesday","14","new","east"
"7353",14,340710,0,0,0,"in","Tuesday","14","new","east"
"7354",14,341552,0,0,0,"in","Tuesday","14","new","east"
"7355",14,342392,0,0,0,"in","Tuesday","14","new","east"
"7356",14,343304,0,0,0,"in","Tuesday","14","new","east"
"7357",14,344145,0,0,0,"in","Tuesday","14","new","east"
"7358",14,344986,0,0,0,"in","Tuesday","14","new","east"
"7359",14,345897,0,0,0,"in","Tuesday","14","new","east"
"7360",14,346738,0,0,0,"in","Tuesday","14","new","east"
"7361",14,347580,0,0,0,"in","Tuesday","14","new","east"
"7362",14,348491,0,0,0,"in","Tuesday","14","new","east"
"7363",14,349332,0,0,0,"in","Tuesday","14","new","east"
"7364",14,350174,0,0,0,"in","Tuesday","14","new","east"
"7365",14,351085,0,0,0,"in","Tuesday","14","new","east"
"7366",14,351927,0,0,0,"in","Tuesday","14","new","east"
"7367",14,352768,0,0,0,"in","Tuesday","14","new","east"
"7368",14,353679,0,0,0,"in","Tuesday","14","new","east"
"7369",14,354521,0,0,0,"in","Tuesday","14","new","east"
"7370",14,355361,0,0,0,"in","Tuesday","14","new","east"
"7371",14,356273,0,0,0,"in","Tuesday","14","new","east"
"7372",14,357113,0,0,0,"in","Tuesday","14","new","east"
"7373",14,357955,0,0,0,"in","Tuesday","14","new","east"
"7374",14,358866,0,0,0,"in","Tuesday","14","new","east"
"7375",14,359707,0,0,0,"in","Tuesday","14","new","east"
"7376",14,360549,0,0,0,"in","Tuesday","14","new","east"
"7377",14,361460,0,0,0,"in","Tuesday","14","new","east"
"7378",14,362301,0,0,0,"in","Tuesday","14","new","east"
"7379",14,363142,0,0,0,"in","Tuesday","14","new","east"
"7380",14,364053,0,0,0,"in","Tuesday","14","new","east"
"7381",14,364895,0,0,0,"in","Tuesday","14","new","east"
"7382",14,365735,0,0,0,"in","Tuesday","14","new","east"
"7383",14,366647,0,0,0,"in","Tuesday","14","new","east"
"7384",14,367489,0,0,0,"in","Tuesday","14","new","east"
"7385",14,368329,0,0,0,"in","Tuesday","14","new","east"
"7386",14,369241,0,0,0,"in","Tuesday","14","new","east"
"7387",14,370082,0,0,0,"in","Tuesday","14","new","east"
"7388",14,370924,0,0,0,"in","Tuesday","14","new","east"
"7389",14,371834,0,0,0,"in","Tuesday","14","new","east"
"7390",14,372676,0,0,0,"in","Tuesday","14","new","east"
"7391",14,373518,0,0,0,"in","Tuesday","14","new","east"
"7392",14,374428,0,0,0,"in","Tuesday","14","new","east"
"7393",14,375270,0,0,0,"in","Tuesday","14","new","east"
"7394",14,376111,0,0,0,"in","Tuesday","14","new","east"
"7395",14,377022,0,0,0,"in","Tuesday","14","new","east"
"7396",14,377864,0,0,0,"in","Tuesday","14","new","east"
"7397",14,378704,0,0,0,"in","Tuesday","14","new","east"
"7398",14,379616,0,0,0,"in","Tuesday","14","new","east"
"7399",14,380457,0,0,0,"in","Tuesday","14","new","east"
"7400",14,381298,0,0,0,"in","Tuesday","14","new","east"
"7401",14,382210,0,0,0,"in","Tuesday","14","new","east"
"7402",14,383051,0,0,0,"in","Tuesday","14","new","east"
"7403",14,383892,0,0,0,"in","Tuesday","14","new","east"
"7404",14,384803,0,0,0,"in","Tuesday","14","new","east"
"7405",14,385645,0,0,0,"in","Tuesday","14","new","east"
"7406",14,386487,0,0,0,"in","Tuesday","14","new","east"
"7407",14,387397,0,0,0,"in","Tuesday","14","new","east"
"7408",14,388238,0,0,0,"in","Tuesday","14","new","east"
"7409",14,389080,0,0,0,"in","Tuesday","14","new","east"
"7410",14,389991,0,0,0,"in","Tuesday","14","new","east"
"7411",14,390832,0,0,0,"in","Tuesday","14","new","east"
"7412",14,391673,0,0,0,"in","Tuesday","14","new","east"
"7413",14,392585,0,0,0,"in","Tuesday","14","new","east"
"7414",14,393426,0,0,0,"in","Tuesday","14","new","east"
"7415",14,394267,0,0,0,"in","Tuesday","14","new","east"
"7416",14,395177,0,0,0,"in","Tuesday","14","new","east"
"7417",14,396019,0,0,0,"in","Tuesday","14","new","east"
"7418",14,396861,0,0,0,"in","Tuesday","14","new","east"
"7419",14,397771,0,0,0,"in","Tuesday","14","new","east"
"7420",14,398613,0,0,0,"in","Tuesday","14","new","east"
"7421",14,399454,0,0,0,"in","Tuesday","14","new","east"
"7422",14,400365,0,0,0,"in","Tuesday","14","new","east"
"7423",14,401207,0,0,0,"in","Tuesday","14","new","east"
"7424",14,402048,0,0,0,"in","Tuesday","14","new","east"
"7425",14,402959,0,0,0,"in","Tuesday","14","new","east"
"7426",14,403801,0,0,0,"in","Tuesday","14","new","east"
"7427",14,404641,0,0,0,"in","Tuesday","14","new","east"
"7428",14,405553,0,0,0,"in","Tuesday","14","new","east"
"7429",14,406394,0,0,0,"in","Tuesday","14","new","east"
"7430",14,407235,0,0,0,"in","Tuesday","14","new","east"
"7431",14,408146,0,0,0,"in","Tuesday","14","new","east"
"7432",14,408989,0,0,0,"in","Tuesday","14","new","east"
"7433",14,409829,0,0,0,"in","Tuesday","14","new","east"
"7434",14,410740,0,0,0,"in","Tuesday","14","new","east"
"7435",14,411581,0,0,0,"in","Tuesday","14","new","east"
"7436",14,412423,0,0,0,"in","Tuesday","14","new","east"
"7437",14,413334,0,0,0,"in","Tuesday","14","new","east"
"7438",14,414175,0,0,0,"in","Tuesday","14","new","east"
"7439",14,415016,0,0,0,"in","Tuesday","14","new","east"
"7440",14,415928,0,0,0,"in","Tuesday","14","new","east"
"7441",14,416770,0,0,0,"in","Tuesday","14","new","east"
"7442",14,417610,0,0,0,"in","Tuesday","14","new","east"
"7443",14,418522,0,0,0,"in","Tuesday","14","new","east"
"7444",14,419362,0,0,0,"in","Tuesday","14","new","east"
"7445",14,420204,0,0,0,"in","Tuesday","14","new","east"
"7446",14,421115,0,0,0,"in","Tuesday","14","new","east"
"7447",14,421957,0,0,0,"in","Tuesday","14","new","east"
"7448",14,422798,0,0,0,"in","Tuesday","14","new","east"
"7449",14,423709,0,0,0,"in","Tuesday","14","new","east"
"7450",14,424551,0,0,0,"in","Tuesday","14","new","east"
"7451",14,425392,0,0,0,"in","Tuesday","14","new","east"
"7452",14,426303,0,0,0,"in","Tuesday","14","new","east"
"7453",14,427144,0,0,0,"in","Tuesday","14","new","east"
"7454",14,427985,0,0,0,"in","Tuesday","14","new","east"
"7455",14,428897,0,0,0,"in","Tuesday","14","new","east"
"7456",14,429739,0,0,0,"in","Tuesday","14","new","east"
"7457",14,430579,0,0,0,"in","Tuesday","14","new","east"
"7458",14,431491,0,0,0,"in","Tuesday","14","new","east"
"7459",14,432332,0,0,0,"in","Tuesday","14","new","east"
"7460",14,433174,0,0,0,"in","Tuesday","14","new","east"
"7461",14,434084,0,0,0,"in","Tuesday","14","new","east"
"7462",14,434926,0,0,0,"in","Tuesday","14","new","east"
"7463",14,435768,0,0,0,"in","Tuesday","14","new","east"
"7464",14,436679,0,0,0,"in","Tuesday","14","new","east"
"7465",14,437521,0,0,0,"in","Tuesday","14","new","east"
"7466",14,438362,0,0,0,"in","Tuesday","14","new","east"
"7467",14,439273,0,0,0,"in","Tuesday","14","new","east"
"7468",14,440115,0,0,0,"in","Tuesday","14","new","east"
"7469",14,440955,0,0,0,"in","Tuesday","14","new","east"
"7470",14,441867,0,0,0,"in","Tuesday","14","new","east"
"7471",14,442708,0,0,0,"in","Tuesday","14","new","east"
"7472",14,443549,0,0,0,"in","Tuesday","14","new","east"
"7473",14,444461,0,0,0,"in","Tuesday","14","new","east"
"7474",14,445302,0,0,0,"in","Tuesday","14","new","east"
"7475",14,446143,0,0,0,"in","Tuesday","14","new","east"
"7476",14,447054,0,0,0,"in","Tuesday","14","new","east"
"7477",14,447896,0,0,0,"in","Tuesday","14","new","east"
"7478",14,448737,0,0,0,"in","Tuesday","14","new","east"
"7479",14,449648,0,0,0,"in","Tuesday","14","new","east"
"7480",14,450490,0,0,0,"in","Tuesday","14","new","east"
"7481",14,451331,0,0,0,"in","Tuesday","14","new","east"
"7482",14,452242,0,0,0,"in","Tuesday","14","new","east"
"7483",14,453084,0,0,0,"in","Tuesday","14","new","east"
"7484",14,453924,0,0,0,"in","Tuesday","14","new","east"
"7485",14,454835,0,0,0,"in","Tuesday","14","new","east"
"7486",14,455676,0,0,0,"in","Tuesday","14","new","east"
"7487",14,456518,0,0,0,"in","Tuesday","14","new","east"
"7488",14,457428,0,0,0,"in","Tuesday","14","new","east"
"7489",14,458270,0,0,0,"in","Tuesday","14","new","east"
"7490",14,459111,0,0,0,"in","Tuesday","14","new","east"
"7491",14,460022,0,0,0,"in","Tuesday","14","new","east"
"7492",14,460864,0,0,0,"in","Tuesday","14","new","east"
"7493",14,461705,0,0,0,"in","Tuesday","14","new","east"
"7494",14,462616,0,0,0,"in","Tuesday","14","new","east"
"7495",14,463458,0,0,0,"in","Tuesday","14","new","east"
"7496",14,464299,0,0,0,"in","Tuesday","14","new","east"
"7497",14,465210,0,0,0,"in","Tuesday","14","new","east"
"7498",14,466052,0,0,0,"in","Tuesday","14","new","east"
"7499",14,466892,0,0,0,"in","Tuesday","14","new","east"
"7500",14,467804,0,0,0,"in","Tuesday","14","new","east"
"7501",14,468645,0,0,0,"in","Tuesday","14","new","east"
"7502",14,469486,0,0,0,"in","Tuesday","14","new","east"
"7503",14,470397,0,0,0,"in","Tuesday","14","new","east"
"7504",14,471239,0,0,0,"in","Tuesday","14","new","east"
"7505",14,472080,0,0,0,"in","Tuesday","14","new","east"
"7506",14,472991,0,0,0,"in","Tuesday","14","new","east"
"7507",14,473833,0,0,0,"in","Tuesday","14","new","east"
"7508",14,474674,0,0,0,"in","Tuesday","14","new","east"
"7509",14,475585,0,0,0,"in","Tuesday","14","new","east"
"7510",14,476426,0,0,0,"in","Tuesday","14","new","east"
"7511",14,477267,0,0,0,"in","Tuesday","14","new","east"
"7512",14,478179,0,0,0,"in","Tuesday","14","new","east"
"7513",14,479020,0,0,0,"in","Tuesday","14","new","east"
"7514",14,479861,0,0,0,"in","Tuesday","14","new","east"
"7515",14,480773,0,0,0,"in","Tuesday","14","new","east"
"7516",14,481613,0,0,0,"in","Tuesday","14","new","east"
"7517",14,482455,0,0,0,"in","Tuesday","14","new","east"
"7518",14,483365,0,0,0,"in","Tuesday","14","new","east"
"7519",14,484207,0,0,0,"in","Tuesday","14","new","east"
"7520",14,485048,0,0,0,"in","Tuesday","14","new","east"
"7521",14,485959,0,0,0,"in","Tuesday","14","new","east"
"7522",14,486801,0,0,0,"in","Tuesday","14","new","east"
"7523",14,487642,0,0,0,"in","Tuesday","14","new","east"
"7524",14,488553,0,0,0,"in","Tuesday","14","new","east"
"7525",14,489395,0,0,0,"in","Tuesday","14","new","east"
"7526",14,490235,0,0,0,"in","Tuesday","14","new","east"
"7527",14,491147,0,0,0,"in","Tuesday","14","new","east"
"7528",14,491988,0,0,0,"in","Tuesday","14","new","east"
"7529",14,492829,0,0,0,"in","Tuesday","14","new","east"
"7530",14,493741,0,0,0,"in","Tuesday","14","new","east"
"7531",14,494582,0,0,0,"in","Tuesday","14","new","east"
"7532",14,495423,0,0,0,"in","Tuesday","14","new","east"
"7533",14,496334,0,0,0,"in","Tuesday","14","new","east"
"7534",14,497175,0,0,0,"in","Tuesday","14","new","east"
"7535",14,498017,0,0,0,"in","Tuesday","14","new","east"
"7536",14,498927,0,0,0,"in","Tuesday","14","new","east"
"7537",14,499769,0,0,0,"in","Tuesday","14","new","east"
"7538",14,500610,0,0,0,"in","Tuesday","14","new","east"
"7539",14,501521,0,0,0,"in","Tuesday","14","new","east"
"7540",14,502363,0,0,0,"in","Tuesday","14","new","east"
"7541",14,503203,0,0,0,"in","Tuesday","14","new","east"
"7542",14,504115,0,0,0,"in","Tuesday","14","new","east"
"7543",14,504957,0,0,0,"in","Tuesday","14","new","east"
"7544",14,505798,0,0,0,"in","Tuesday","14","new","east"
"7545",14,506710,0,0,0,"in","Tuesday","14","new","east"
"7546",14,507551,0,0,0,"in","Tuesday","14","new","east"
"7547",14,508392,0,0,0,"in","Tuesday","14","new","east"
"7548",14,509303,0,0,0,"in","Tuesday","14","new","east"
"7549",14,510145,0,0,0,"in","Tuesday","14","new","east"
"7550",14,510986,0,0,0,"in","Tuesday","14","new","east"
"7551",14,511897,0,0,0,"in","Tuesday","14","new","east"
"7552",14,512739,0,0,0,"in","Tuesday","14","new","east"
"7553",14,513580,0,0,0,"in","Tuesday","14","new","east"
"7554",14,514491,0,0,0,"in","Tuesday","14","new","east"
"7555",14,515333,0,0,0,"in","Tuesday","14","new","east"
"7556",14,516173,0,0,0,"in","Tuesday","14","new","east"
"7557",14,517084,0,0,0,"in","Tuesday","14","new","east"
"7558",14,517925,0,0,0,"in","Tuesday","14","new","east"
"7559",14,518766,0,0,0,"in","Tuesday","14","new","east"
"7560",14,519677,0,0,0,"in","Tuesday","14","new","east"
"7561",14,520519,0,0,0,"in","Tuesday","14","new","east"
"7562",14,521360,0,0,0,"in","Tuesday","14","new","east"
"7563",14,522271,0,0,0,"in","Tuesday","14","new","east"
"7564",14,523113,0,0,0,"in","Tuesday","14","new","east"
"7565",14,523954,0,0,0,"in","Tuesday","14","new","east"
"7566",14,524865,0,0,0,"in","Tuesday","14","new","east"
"7567",14,525707,0,0,0,"in","Tuesday","14","new","east"
"7568",14,526548,0,0,0,"in","Tuesday","14","new","east"
"7569",14,527460,0,0,0,"in","Tuesday","14","new","east"
"7570",14,528301,0,0,0,"in","Tuesday","14","new","east"
"7571",14,529142,0,0,0,"in","Tuesday","14","new","east"
"7572",14,530053,0,0,0,"in","Tuesday","14","new","east"
"7573",14,530894,0,0,0,"in","Tuesday","14","new","east"
"7574",14,531736,0,0,0,"in","Tuesday","14","new","east"
"7575",14,532646,0,0,0,"in","Tuesday","14","new","east"
"7576",14,533488,0,0,0,"in","Tuesday","14","new","east"
"7577",14,534330,0,0,0,"in","Tuesday","14","new","east"
