Sensor #,Time,pm 1,pm 2.5,pm 10,in or out
14,251121,0,0,0,in
14,252033,0,0,0,in
14,252874,0,0,0,in
14,253715,0,0,0,in
14,254626,0,0,0,in
14,255468,0,0,0,in
14,256309,0,0,0,in
14,257220,0,0,0,in
14,258062,0,0,0,in
14,258903,0,0,0,in
14,259815,0,0,0,in
14,260656,0,0,0,in
14,261497,0,0,0,in
14,262409,0,0,0,in
14,263250,0,0,0,in
14,264092,0,0,0,in
14,265004,0,0,0,in
14,265844,0,0,0,in
14,266686,0,0,0,in
14,267596,0,0,0,in
14,268438,0,0,0,in
14,269280,0,0,0,in
14,270191,0,0,0,in
14,271032,0,0,0,in
14,271874,0,0,0,in
14,272785,0,0,0,in
14,273627,0,0,0,in
14,274468,0,0,0,in
14,275379,0,0,0,in
14,276221,0,0,0,in
14,277062,0,0,0,in
14,277974,0,0,0,in
14,278814,0,0,0,in
14,279656,0,0,0,in
14,280567,0,0,0,in
14,281409,0,0,0,in
14,282250,0,0,0,in
14,283161,0,0,0,in
14,284003,0,0,0,in
14,284845,0,0,0,in
14,285755,0,0,0,in
14,286597,0,0,0,in
14,287438,0,0,0,in
14,288350,0,0,0,in
14,289191,0,0,0,in
14,290032,0,0,0,in
14,290944,0,0,0,in
14,291785,0,0,0,in
14,292626,0,0,0,in
14,293537,0,0,0,in
14,294379,0,0,0,in
14,295220,0,0,0,in
14,296131,0,0,0,in
14,296973,0,0,0,in
14,297815,0,0,0,in
14,298726,0,0,0,in
14,299568,0,0,0,in
14,300408,0,0,0,in
14,301320,0,0,0,in
14,302161,0,0,0,in
14,303002,0,0,0,in
14,303913,0,0,0,in
14,304755,0,0,0,in
14,305596,0,0,0,in
14,306507,0,0,0,in
14,307349,0,0,0,in
14,308190,0,0,0,in
14,309101,0,0,0,in
14,309943,0,0,0,in
14,310785,0,0,0,in
14,311695,0,0,0,in
14,312537,0,0,0,in
14,313377,0,0,0,in
14,314289,0,0,0,in
14,315130,0,0,0,in
14,315971,0,0,0,in
14,316882,0,0,0,in
14,317723,0,0,0,in
14,318565,0,0,0,in
14,319476,0,0,0,in
14,320317,0,0,0,in
14,321159,0,0,0,in
14,322070,0,0,0,in
14,322911,0,0,0,in
14,323753,0,0,0,in
14,324664,0,0,0,in
14,325505,0,0,0,in
14,326346,0,0,0,in
14,327258,0,0,0,in
14,328099,0,0,0,in
14,328940,0,0,0,in
14,329851,0,0,0,in
14,330692,0,0,0,in
14,331534,0,0,0,in
14,332445,0,0,0,in
14,333287,0,0,0,in
14,334128,0,0,0,in
14,335039,0,0,0,in
14,335880,0,0,0,in
14,336721,0,0,0,in
14,337633,0,0,0,in
14,338475,0,0,0,in
14,339315,0,0,0,in
14,340227,0,0,0,in
14,341068,0,0,0,in
14,341910,0,0,0,in
14,342821,0,0,0,in
14,343662,0,0,0,in
14,344504,0,0,0,in
14,345415,0,0,0,in
14,346256,0,0,0,in
14,347098,0,0,0,in
14,348010,0,0,0,in
14,348851,0,0,0,in
14,349691,0,0,0,in
14,350603,0,0,0,in
14,351444,0,0,0,in
14,352286,0,0,0,in
14,353197,0,0,0,in
14,354038,0,0,0,in
14,354880,0,0,0,in
14,355791,0,0,0,in
14,356632,0,0,0,in
14,357474,0,0,0,in
14,358385,0,0,0,in
14,359227,0,0,0,in
14,360068,0,0,0,in
14,360979,0,0,0,in
14,361821,0,0,0,in
14,362662,0,0,0,in
14,363574,0,0,0,in
14,364416,0,0,0,in
14,365256,0,0,0,in
14,366168,0,0,0,in
14,367009,0,0,0,in
14,367850,0,0,0,in
14,368761,0,0,0,in
14,369603,0,0,0,in
14,370445,0,0,0,in
14,371355,0,0,0,in
14,372198,0,0,0,in
14,373039,0,0,0,in
14,373950,0,0,0,in
14,374791,0,0,0,in
14,375632,0,0,0,in
14,376544,0,0,0,in
14,377385,0,0,0,in
14,378226,0,0,0,in
14,379138,0,0,0,in
14,379979,0,0,0,in
14,380820,0,0,0,in
14,381731,0,0,0,in
14,382573,0,0,0,in
14,383415,0,0,0,in
14,384325,0,0,0,in
14,385167,0,0,0,in
14,386009,0,0,0,in
14,386920,0,0,0,in
14,387761,0,0,0,in
14,388602,0,0,0,in
14,389513,0,0,0,in
14,390354,0,0,0,in
14,391196,0,0,0,in
14,392108,0,0,0,in
14,392948,0,0,0,in
14,393790,0,0,0,in
14,394701,0,0,0,in
14,395543,0,0,0,in
14,396385,0,0,0,in
14,397295,0,0,0,in
14,398137,0,0,0,in
14,398978,0,0,0,in
14,399889,0,0,0,in
14,400731,0,0,0,in
14,401572,0,0,0,in
14,402484,0,0,0,in
14,403324,0,0,0,in
14,404166,0,0,0,in
14,405078,0,0,0,in
14,405919,0,0,0,in
14,406760,0,0,0,in
14,407671,0,0,0,in
14,408513,0,0,0,in
14,409354,0,0,0,in
14,410265,0,0,0,in
14,411107,0,0,0,in
14,411949,0,0,0,in
14,412859,0,0,0,in
14,413701,0,0,0,in
14,414542,0,0,0,in
14,415454,0,0,0,in
14,416295,0,0,0,in
14,417136,0,0,0,in
14,418048,0,0,0,in
14,418888,0,0,0,in
14,419730,0,0,0,in
14,420642,0,0,0,in
14,421483,0,0,0,in
14,422325,0,0,0,in
14,423236,0,0,0,in
14,424077,0,0,0,in
14,424919,0,0,0,in
14,425830,0,0,0,in
14,426672,0,0,0,in
14,427512,0,0,0,in
14,428424,0,0,0,in
14,429265,0,0,0,in
14,430107,0,0,0,in
14,431017,0,0,0,in
14,431859,0,0,0,in
14,432701,0,0,0,in
14,433612,0,0,0,in
14,434453,0,0,0,in
14,435294,0,0,0,in
14,436205,0,0,0,in
14,437047,0,0,0,in
14,437889,0,0,0,in
14,438800,0,0,0,in
14,439641,0,0,0,in
14,440482,0,0,0,in
14,441394,0,0,0,in
14,442235,0,0,0,in
14,443076,0,0,0,in
14,443987,0,0,0,in
14,444830,0,0,0,in
14,445670,0,0,0,in
14,446581,0,0,0,in
14,447423,0,0,0,in
14,448265,0,0,0,in
14,449176,0,0,0,in
14,450017,0,0,0,in
14,450859,0,0,0,in
14,451770,0,0,0,in
14,452612,0,0,0,in
14,453453,0,0,0,in
14,454364,0,0,0,in
14,455205,0,0,0,in
14,456047,0,0,0,in
14,456958,0,0,0,in
14,457799,0,0,0,in
14,458641,0,0,0,in
14,459552,0,0,0,in
14,460394,0,0,0,in
14,461235,0,0,0,in
14,462146,0,0,0,in
14,462988,0,0,0,in
14,463830,0,0,0,in
14,464741,0,0,0,in
14,465582,0,0,0,in
14,466423,0,0,0,in
14,467335,0,0,0,in
14,468175,0,0,0,in
14,469017,0,0,0,in
14,469928,0,0,0,in
14,470769,0,0,0,in
14,471612,0,0,0,in
14,472522,0,0,0,in
14,473363,0,0,0,in
14,474205,0,0,0,in
14,475116,0,0,0,in
14,475957,0,0,0,in
14,476798,0,0,0,in
14,477710,0,0,0,in
14,478551,0,0,0,in
14,479392,0,0,0,in
14,480304,0,0,0,in
14,481144,0,0,0,in
14,481986,0,0,0,in
14,482896,0,0,0,in
14,483738,0,0,0,in
14,484580,0,0,0,in
14,485491,0,0,0,in
14,486332,0,0,0,in
14,487174,0,0,0,in
14,488085,0,0,0,in
14,488927,0,0,0,in
14,489767,0,0,0,in
14,490679,0,0,0,in
14,491521,0,0,0,in
14,492362,0,0,0,in
14,493274,0,0,0,in
14,494115,0,0,0,in
14,494956,0,0,0,in
14,495867,0,0,0,in
14,496708,0,0,0,in
14,497550,0,0,0,in
14,498461,0,0,0,in
14,499303,0,0,0,in
14,500145,0,0,0,in
14,501055,0,0,0,in
14,501897,0,0,0,in
14,502738,0,0,0,in
14,503650,0,0,0,in
14,504491,0,0,0,in
14,505332,0,0,0,in
14,506244,0,0,0,in
14,507085,0,0,0,in
14,507926,0,0,0,in
14,508838,0,0,0,in
14,509679,0,0,0,in
14,510521,0,0,0,in
14,511432,0,0,0,in
14,512274,0,0,0,in
14,513115,0,0,0,in
14,514026,0,0,0,in
14,514868,0,0,0,in
14,515709,0,0,0,in
14,516621,0,0,0,in
14,517463,0,0,0,in
14,518304,0,0,0,in
14,519215,0,0,0,in
14,520056,0,0,0,in
14,520898,0,0,0,in
14,521809,0,0,0,in
14,522651,0,0,0,in
14,523493,0,0,0,in
14,524403,0,0,0,in
14,525245,0,0,0,in
14,526086,0,0,0,in
14,526998,0,0,0,in
14,527839,0,0,0,in
14,528680,0,0,0,in
14,529592,0,0,0,in
14,530434,0,0,0,in
14,531275,0,0,0,in
14,532186,0,0,0,in
14,533027,0,0,0,in
14,533869,0,0,0,in
14,534780,0,0,0,in
14,535621,0,0,0,in
14,536463,0,0,0,in
14,537374,0,0,0,in
14,538216,0,0,0,in
14,539057,0,0,0,in
14,539968,0,0,0,in
14,540810,0,0,0,in
14,541651,0,0,0,in
14,542563,0,0,0,in
14,543405,0,0,0,in
14,544244,0,0,0,in
14,545156,0,0,0,in
14,545997,0,0,0,in
14,546839,0,0,0,in
14,547750,0,0,0,in
14,548591,0,0,0,in
14,549433,0,0,0,in
14,550344,0,0,0,in
14,551186,0,0,0,in
14,552027,0,0,0,in
14,552938,0,0,0,in
14,553781,0,0,0,in
14,554621,0,0,0,in
14,555533,0,0,0,in
14,556375,0,0,0,in
14,557215,0,0,0,in
14,558127,0,0,0,in
14,558968,0,0,0,in
14,559809,0,0,0,in
14,560720,0,0,0,in
14,561562,0,0,0,in
14,562404,0,0,0,in
14,563314,0,0,0,in
14,564156,0,0,0,in
14,564998,0,0,0,in
14,565909,0,0,0,in
14,566750,0,0,0,in
14,567592,0,0,0,in
14,568502,0,0,0,in
14,569344,0,0,0,in
14,570185,0,0,0,in
14,571096,0,0,0,in
14,571937,0,0,0,in
14,572778,0,0,0,in
14,573689,0,0,0,in
14,574531,0,0,0,in
14,575373,0,0,0,in
14,576284,0,0,0,in
14,577125,0,0,0,in
14,577967,0,0,0,in
14,578878,0,0,0,in
14,579720,0,0,0,in
14,580560,0,0,0,in
14,581472,0,0,0,in
14,582313,0,0,0,in
14,583155,0,0,0,in
14,584067,0,0,0,in
14,584907,0,0,0,in
14,585749,0,0,0,in
14,586660,0,0,0,in
14,587502,0,0,0,in
14,588343,0,0,0,in
14,589254,0,0,0,in
14,590096,0,0,0,in
14,590937,0,0,0,in
14,591849,0,0,0,in
14,592690,0,0,0,in
14,593530,0,0,0,in
14,594442,0,0,0,in
14,595283,0,0,0,in
14,596124,0,0,0,in
14,597036,0,0,0,in
14,597877,0,0,0,in
14,598718,0,0,0,in
14,599629,0,0,0,in
14,600471,0,0,0,in
14,601313,0,0,0,in
14,602224,0,0,0,in
14,603065,0,0,0,in
14,603907,0,0,0,in
14,604818,0,0,0,in
14,605659,0,0,0,in
14,606500,0,0,0,in
14,607412,0,0,0,in
14,608253,0,0,0,in
14,609094,0,0,0,in
14,610006,0,0,0,in
14,610847,0,0,0,in
14,611689,0,0,0,in
14,612600,0,0,0,in
14,613441,0,0,0,in
14,614283,0,0,0,in
14,615194,0,0,0,in
14,616037,0,0,0,in
14,616878,0,0,0,in
14,617788,0,0,0,in
14,618630,0,0,0,in
14,619471,0,0,0,in
14,620383,0,0,0,in
14,621224,0,0,0,in
14,622065,0,0,0,in
14,622977,0,0,0,in
14,623818,0,0,0,in
14,624660,0,0,0,in
14,625571,0,0,0,in
14,626412,0,0,0,in
14,627254,0,0,0,in
14,628165,0,0,0,in
14,629007,0,0,0,in
14,629849,0,0,0,in
14,630759,0,0,0,in
14,631601,0,0,0,in
14,632442,0,0,0,in
14,633354,0,0,0,in
14,634194,0,0,0,in
14,635036,0,0,0,in
14,635948,0,0,0,in
14,636789,0,0,0,in
14,637630,0,0,0,in
14,638542,0,0,0,in
14,639383,0,0,0,in
14,640226,0,0,0,in
14,641137,0,0,0,in
14,641977,0,0,0,in
14,642819,0,0,0,in
14,643730,0,0,0,in
14,644572,0,0,0,in
14,645413,0,0,0,in
14,646324,0,0,0,in
14,647165,0,0,0,in
14,648007,0,0,0,in
14,648919,0,0,0,in
14,649760,0,0,0,in
14,650602,0,0,0,in
14,651512,0,0,0,in
14,652354,0,0,0,in
14,653196,0,0,0,in
14,654106,0,0,0,in
14,654948,0,0,0,in
14,655790,0,0,0,in
14,656701,0,0,0,in
14,657542,0,0,0,in
14,658383,0,0,0,in
14,659295,0,0,0,in
14,660136,0,0,0,in
14,660977,0,0,0,in
14,661889,0,0,0,in
14,662730,0,0,0,in
14,663571,0,0,0,in
14,664483,0,0,0,in
14,665324,0,0,0,in
14,666166,0,0,0,in
14,667076,0,0,0,in
14,667918,0,0,0,in
14,668760,0,0,0,in
14,669672,0,0,0,in
14,,,0,0,in
